0,21.814453125
1,13.1972384764
2,10.1238566506
3,5.94783925481
4,-0.825507159054
5,-9.8376575021
6,-18.593907949
7,-23.8018652472
8,-23.8790155371
9,-20.7210434796
10,-17.1024655431
11,-15.6516220353
12,-16.5331559337
13,-17.8397138911
14,-18.6310491005
15,-18.9365467414
16,-19.2705037308
17,-19.9123810232
18,-20.6029049126
19,-21.2533874091
20,-21.9102809682
21,-22.4278644858
22,-23.0787020459
23,-24.0922839298
24,-25.2599905267
25,-26.1703850821
26,-26.4420052737
27,-26.1887538564
28,-26.2827665658
29,-27.1571507413
30,-28.4621259915
31,-29.4630266863
32,-30.1052253392
33,-30.7662031809
34,-31.6639881396
35,-32.6203891578
36,-33.2692673334
37,-33.468482134
38,-33.3300440788
39,-33.0843049363
40,-32.8684716366
41,-32.6748902433
42,-32.6000401568
43,-32.7487377417
44,-33.0630638754
45,-33.3284713883
46,-33.1827687971
47,-32.572456984
48,-31.8066998429
49,-31.189750229
50,-31.484911354
51,-33.0465125104
52,-35.6855313971
53,-38.7419482957
54,-41.4809165482
55,-44.1442520457
56,-46.6284702897
57,-48.8133433502
58,-50.6410747569
59,-52.0347754068
60,-52.8034708871
61,-53.0117842899
62,-52.8835407719
63,-52.7086939894
64,-52.7801938011
65,-53.0277471782
66,-52.8286737774
67,-51.918454048
68,-50.5412741878
69,-48.8183305354
70,-47.5088797663
71,-47.421431873
72,-48.672754565
73,-50.7279924383
74,-52.6801654828
75,-53.7559746529
76,-53.9956018265
77,-53.797171082
78,-53.4519229556
79,-53.3664279848
80,-53.8965424776
81,-55.1413113047
82,-57.0466006175
83,-59.0371931792
84,-59.9696389685
85,-59.5072143579
86,-58.3106160173
87,-57.3646479306
88,-56.7840909212
89,-56.5108835068
90,-56.3942994289
91,-56.3010324451
92,-56.108347537
93,-55.8428466454
94,-55.6789136163
95,-55.8102952567
96,-56.3817470172
97,-57.5280486829
98,-59.1672594284
99,-61.2215822735
100,-63.3521489069
101,-65.1831401196
102,-66.5105683816
103,-67.1966529232
104,-67.4797977756
105,-67.7608944058
106,-68.2316958888
107,-69.0753579534
108,-70.2129501426
109,-71.330668831
110,-72.0396372006
111,-72.3520583413
112,-72.572450363
113,-72.9174863883
114,-73.4187985143
115,-74.1297102299
116,-75.1360358763
117,-76.2824563225
118,-77.1798601614
119,-77.2662101363
120,-76.2721902527
121,-75.2271436479
122,-75.2121834688
123,-76.7771444973
124,-79.7476725808
125,-83.108442182
126,-85.7435423112
127,-87.1530307761
128,-87.3091726132
129,-87.0738589751
130,-87.3799303557
131,-88.3888701283
132,-89.3577286007
133,-89.8408369274
134,-90.1245720728
135,-90.7708824265
136,-92.0208455921
137,-93.7048443388
138,-95.6226408472
139,-97.375344639
140,-98.6215865807
141,-99.2718262746
142,-99.5164202151
143,-99.5386292814
144,-99.3371469801
145,-99.0284186029
146,-98.7246992929
147,-98.5375055415
148,-98.295696178
149,-98.4097717312
150,-99.3902627937
151,-100.865165544
152,-101.712243419
153,-101.17413905
154,-99.8078918948
155,-98.9573537701
156,-99.4063555442
157,-100.805462938
158,-102.446389635
159,-103.741337555
160,-104.408186061
161,-104.50454343
162,-104.188181878
163,-103.820162276
164,-103.81981552
165,-104.394468009
166,-105.509936602
167,-107.031227571
168,-108.612480455
169,-109.957974424
170,-110.97071797
171,-111.896705134
172,-113.289786864
173,-115.374796954
174,-117.637032508
175,-118.937147317
176,-118.486165992
177,-117.209512462
178,-116.17422816
179,-116.063126954
180,-116.710461067
181,-116.515923005
182,-114.743076751
183,-111.057288822
184,-106.552905565
185,-103.071846147
186,-101.49161373
187,-103.36221848
188,-108.888377566
189,-116.041431233
190,-121.908108025
191,-124.37354618
192,-124.444567024
193,-125.283024899
194,-128.278596904
195,-131.966440664
196,-134.594939676
197,-135.949154024
198,-136.744289045
199,-136.669782117
200,-134.656725036
201,-130.86039098
202,-127.234226779
203,-126.81929357
204,-130.790112639
205,-136.515442574
206,-141.317637873
207,-144.000356941
208,-144.890085726
209,-144.906006318
210,-144.368818756
211,-143.401945998
212,-142.369685635
213,-141.733629267
214,-141.605992719
215,-141.576393899
216,-141.669850587
217,-142.731021016
218,-145.673760633
219,-150.817919935
220,-156.835703579
221,-163.00161143
222,-170.40809
223,-181.131729618
224,-197.647691546
225,-222.453550767
226,-255.853304067
227,-296.504339728
228,-342.835663594
229,-390.695312682
230,-436.331178731
231,-477.693274525
232,-510.30959942
233,-541.365048746
234,-584.642495019
235,-649.466451524
236,-740.952341161
237,-855.378999788
238,-963.866945535
239,-1047.45760172
240,-1105.78058229
241,-1152.12131681
242,-1194.14272777
243,-1234.46365148
244,-1273.33626004
245,-1308.90933796
246,-1341.0201447
247,-1370.21954725
248,-1394.88881377
249,-1416.91256073
250,-1439.58502669
251,-1466.10445871
252,-1496.58289246
253,-1527.97465177
254,-1556.98196038
255,-1582.43856362
256,-1606.96781106
257,-1631.47504915
258,-1655.54003695
259,-1677.888829
260,-1697.42713619
261,-1714.70538006
262,-1729.82719591
263,-1743.06758648
264,-1753.69026044
265,-1760.57690247
266,-1764.44073559
267,-1767.26038759
268,-1771.68950427
269,-1779.45949039
270,-1790.63530967
271,-1806.97626511
272,-1828.75547481
273,-1854.05909255
274,-1882.21319691
275,-1913.99080694
276,-1946.39246295
277,-1976.56365372
278,-2002.21342005
279,-2023.80004083
280,-2043.09693494
281,-2061.5491505
282,-2079.20062663
283,-2094.30494473
284,-2105.04184896
285,-2113.38478106
286,-2121.97440162
287,-2130.97004019
288,-2136.8552652
289,-2136.24845497
290,-2129.53698948
291,-2120.09945288
292,-2112.70359322
293,-2109.17300984
294,-2109.13642625
295,-2112.61077363
296,-2118.61379979
297,-2126.91356736
298,-2137.87077445
299,-2149.62606719
300,-2162.15670189
301,-2176.69498682
302,-2192.19869577
303,-2204.49786886
304,-2208.71132929
305,-2206.25997365
306,-2204.92168231
307,-2209.08688641
308,-2212.88193121
309,-2212.91639021
310,-2211.06056844
311,-2215.38020058
312,-2236.79711696
313,-2276.38116859
314,-2327.46250452
315,-2375.13914125
316,-2400.71119593
317,-2400.54771403
318,-2385.14379306
319,-2370.63570076
320,-2367.19551196
321,-2372.77314931
322,-2378.23649024
323,-2378.37524537
324,-2370.75189356
325,-2358.2558794
326,-2346.6815088
327,-2339.26412159
328,-2337.87864184
329,-2339.18292967
330,-2340.6479629
331,-2342.82021225
332,-2345.71381672
333,-2350.069941
334,-2356.90961528
335,-2366.17310869
336,-2376.31648767
337,-2384.75389108
338,-2390.72524901
339,-2394.85025095
340,-2397.33131155
341,-2399.6401331
342,-2402.32822069
343,-2404.63487382
344,-2405.32767591
345,-2403.45811728
346,-2402.72384575
347,-2406.71509306
348,-2416.58034516
349,-2431.15796962
350,-2448.04508387
351,-2463.32895592
352,-2473.67678228
353,-2478.20260593
354,-2478.36044198
355,-2476.83135842
356,-2475.61752792
357,-2474.44690593
358,-2472.91674234
359,-2467.99736883
360,-2460.57314037
361,-2454.32893881
362,-2453.23197961
363,-2458.15985321
364,-2467.00830908
365,-2477.64413098
366,-2489.18387472
367,-2502.79589101
368,-2517.28572906
369,-2531.15857789
370,-2542.99113495
371,-2552.24125601
372,-2559.03496022
373,-2563.89454809
374,-2568.12825433
375,-2572.34380397
376,-2576.17850787
377,-2579.75419328
378,-2582.58346373
379,-2584.96110885
380,-2588.43832299
381,-2594.59028995
382,-2604.2148196
383,-2616.18548671
384,-2625.21137308
385,-2628.42120991
386,-2627.52640915
387,-2627.35184685
388,-2630.44453712
389,-2636.69157653
390,-2643.53521813
391,-2646.42861836
392,-2641.88097527
393,-2633.5572122
394,-2630.32775947
395,-2635.80582435
396,-2645.76182369
397,-2653.68090932
398,-2657.38381701
399,-2658.82673061
400,-2659.71186914
401,-2658.86352205
402,-2653.37385278
403,-2644.12922468
404,-2634.35474723
405,-2629.11044804
406,-2633.93987184
407,-2649.20587599
408,-2668.55841223
409,-2681.58633154
410,-2681.02986591
411,-2671.10016689
412,-2659.59489419
413,-2652.09906045
414,-2650.43802291
415,-2652.37999776
416,-2654.76291464
417,-2655.47234586
418,-2654.78320747
419,-2655.13915393
420,-2657.72701568
421,-2661.93517708
422,-2667.14346205
423,-2672.09811762
424,-2675.61755162
425,-2677.47452378
426,-2676.71459001
427,-2674.23706931
428,-2670.53314227
429,-2665.6483463
430,-2661.64085803
431,-2663.23231342
432,-2672.41257246
433,-2686.04551585
434,-2696.75269042
435,-2700.05305327
436,-2699.36603658
437,-2701.18058872
438,-2707.47406989
439,-2714.63986818
440,-2719.9059292
441,-2722.86593927
442,-2726.34990517
443,-2731.18294216
444,-2736.04033497
445,-2739.71213857
446,-2741.05393455
447,-2739.84919406
448,-2738.20399364
449,-2738.34048732
450,-2740.2704055
451,-2741.84721423
452,-2738.15773024
453,-2729.30415129
454,-2720.75380352
455,-2716.18436814
456,-2716.36334688
457,-2719.2099161
458,-2722.17218888
459,-2725.2237353
460,-2728.85052675
461,-2733.45787334
462,-2739.13743774
463,-2744.74746186
464,-2747.85023606
465,-2749.02776114
466,-2752.17871534
467,-2762.9239834
468,-2780.81581
469,-2795.28743403
470,-2799.24754903
471,-2794.15471049
472,-2786.76122847
473,-2782.71897815
474,-2783.02875214
475,-2785.94895266
476,-2788.7178572
477,-2788.81936834
478,-2786.40158017
479,-2785.06731551
480,-2786.63611857
481,-2790.86668158
482,-2795.14445068
483,-2797.85024137
484,-2799.80448616
485,-2802.05841443
486,-2804.7390815
487,-2807.7699794
488,-2811.17165791
